	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A	0.2461032926424944	0.3462279344413016	0.24983522604348396	0.3887715548539264	0.35062565142693214	0
CDKN1A	0.3770489662701651	0.4993069255032642	0.3040969904169243	0.4485457325193396	0.3710346954599599	0
CREBBP	0.24705576619345299	0.35115481662456066	0.22024560020543985	0.3611298397633885	0.3127765624955982	0
EP300	0.24754721537693705	0.35907153124211116	0.22764511598232443	0.3571768152434658	0.2642441653744532	0
FOXQ1	0.8212131042993857	0.7582733249670074	0.7912370685988693	0.9565302631174065	0.8233228629328478	0
KDM6A	0.2758337382140849	0.3478638791225235	0.246775452509631	0.3583744594817337	0.27095709226428355	0
KMT2C	0.17274107025148192	0.23172454141968526	0.17313098458225892	0.2777091473715467	0.2264017323107134	0
KMT2D	0.30387164953158063	0.45963336693427975	0.283181719586837	0.4370156514934126	0.40157759555479333	0
NOTCH2	0.18212764152738312	0.2760805067142419	0.1864836105200117	0.28342387906920974	0.2425988960679919	0
RB1	0.15758931756015962	0.26474762937462143	0.17501948302600998	0.25042718675881503	0.21781266318958736	0
RBM10	0.4000507856544715	0.4912361178650742	0.40557516695962714	0.511060064838926	0.556490202634654	0
STAG2	0.32988852268256963	0.3588696367964376	0.30598460598486815	0.42985828178983715	0.43024845202757467	0
TERTpromoter	0.5434058483821779	0.5126439583646751	0.4837209684039607	0.6377275379497657	0.6056768200366862	0
TP53	0.2555993395137957	0.36002015284333144	0.2625460250880695	0.3375599405737744	0.33688784978160924	0
total	0.28119054159026763	0.38809158388593884	0.26973789165983714	0.38794791843489584	0.35414129430799873	0
