	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A	0.37868772293109637	0.058393748680794916	0.16068075448157407	-0.11895376115204846	-0.0022273574417208176	0.058505972558446
CDKN1A	0.2630656789647348	-0.031832732234019334	0.23263925563299812	-0.007222900861830331	0.11881722231951242	0.07183983627918016
CREBBP	0.321747547949043	0.023126314591739302	0.17288761858761717	-0.07185733241025448	0.039167723865219356	0.0559848829892962
EP300	0.2612635666186339	-0.02893795470949449	0.1416461854313398	-0.1185180274301346	0.08568004794259747	0.052599201503841175
FOXQ1	0.21531016141788809	0.20025964868413776	0.1497584759567451	-0.24915852810955466	0.08165442593611628	0.1428846397207646
KDM6A	0.17189153991160172	-0.0004414477725376405	0.11996644551967643	-0.10175670709784188	0.08574025907829995	0.054258004887861686
KMT2C	0.20667565602185847	0.016962167340760316	0.08841745408367334	-0.1494760063386212	0.0025993104840205724	0.0387092574355061
KMT2D	0.35218806752945914	-0.04965185208283821	0.18971631453967447	-0.10855639171618914	-0.0012569508972861817	0.06796989452577232
NOTCH2	0.2906396872427985	0.011608014148096394	0.1251928109222175	-0.06348111411209867	0.0315441687425245	0.04494685178013869
RB1	0.23872608903358122	-0.040360873856786925	0.07926464591723005	-0.08311969889660693	0.007921593403976523	0.037132497456853014
RBM10	0.41283834013909365	0.042258146566399445	0.16883244423331115	1.9289001891480483e-05	-0.07264935920807365	0.08541313641782551
STAG2	0.18251597453134158	0.05755989228974127	0.11980116851146737	-0.15310371356300495	-0.08184292050815586	0.06419219732489091
TERTpromoter	0.37245453537875395	0.22722070809646813	0.25506898750452583	0.029544602757367075	0.06592666919580667	0.11000822849013121
TP53	0.35090464969490626	0.024887125499240215	0.13762671272009638	0.050213720766933485	0.027694320319706096	0.058149888771679384
total	0.29224846798378556	-0.007885155490353162	0.14462553506581913	-0.08078094677085947	0.010975540869628198	0.060412144820291995
