	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A_missense	1.3625078229725751	1.2068692779625518	1.3453493949394786	1.442484141499173	1.1866330148374402	0
ARID1A_truncating	18.665662283202106	10.717666995892653	12.46697029339369	18.471955561677635	6.586610889596322	0
CDKN1A_missense	2.9477726735839482	2.1464282369919268	2.55685005915795	3.0992755556557943	2.1936547090566285	0
CDKN1A_truncating	22.107869785608905	18.312328301709	31.493755226234107	17.62164433242258	13.86690108667263	0
CREBBP_missense	2.5886241230567406	2.1611440624476916	2.4439385784068013	2.5664800807146486	3.0979714054486167	0
CREBBP_truncating	5.07772354175325	4.122390621887376	6.432797350653877	5.943426657162703	7.324030085191736	0
EP300_missense	2.91720384214197	2.56339702694411	2.33941363459145	2.271555502009859	3.1569934595773534	0
EP300_truncating	7.4319770960157125	6.252514735193171	6.439734616725925	5.952422031800824	7.532797859557423	0
FOXQ1_missense	2.850177502059511	2.651111436089611	2.095517225214133	2.760298949704689	1.9681979815557789	0
KDM6A_missense	4.369842232121638	3.4879726505071806	3.8950066082956014	3.943050867139931	3.3396480774057014	0
KDM6A_truncating	51.916818684604806	40.17362495187667	48.8317985140726	37.47201962605981	38.8479081392969	0
KMT2C_missense	1.3991227773666288	1.226866165865501	1.2244529254287326	1.1256812647293923	1.3345989612981373	0
KMT2C_truncating	4.511778568034815	3.7574689951245897	3.5677117266411087	4.277734031273803	3.774704494461576	0
KMT2D_missense	1.8697650674885726	1.9695998224956612	1.7325245610747135	1.9102584844360713	1.8426682548539257	0
KMT2D_truncating	25.250622184381672	21.050715231167036	23.212806847087055	24.30038822996609	26.05284204652658	0
NOTCH2_missense	2.592243984799551	2.068978989428749	2.206879237798845	2.5925228626140675	2.760195300681489	0
NOTCH2_truncating	6.492002508871089	4.103915516191434	5.389364555586825	5.985024930858823	7.0444046917183805	0
RB1_missense	1.824414825167349	2.2095722761162615	2.0126454087674417	1.9393440723245299	1.8091701194034457	0
RBM10_missense	3.1449457861582113	1.9953947485151844	2.975927429663096	4.124795102084569	2.208028488744367	0
RBM10_truncating	49.8304996111498	29.099301178144806	32.14791394500523	53.63412063532647	17.221539622738973	0
STAG2_missense	2.160658926308555	2.108536312645094	1.833706897934871	1.9112296479696456	1.7197209404166214	0
STAG2_truncating	21.55983195325374	23.616059013227506	9.860830851189586	20.51274104962162	9.847500794707884	0
TP53_missense	5.650006859525284	5.281337430710783	5.134827722907206	5.762396403715119	6.068592650368517	0
total_truncating	19.860679801531028	15.483221609342419	16.838851037614422	18.33296384421828	13.632996564837702	0
total_missense	8.249898564801935	13.013010711212301	3.3590766737055198	7.596153234205946	8.69400849929289	0
