	is_male	had_prior_chemotherapy	history_smoking	bmi_scaled	age_decades	history_drinking
ARID1A_missense	0.46335541028644917		-0.18288969888318543	0.520020715738279	0.16507827947569645	
ARID1A_truncating	19.034906119363992		-5.299160326360487	-0.5262197634279316	1.258634211091929	
CDKN1A_missense	1.19253390658634		0.0051737837678803075	0.7990516747013382	0.24977493902541303	
CDKN1A_truncating	17.31992590908498		-13.271057901911457	26.323908213355228	1.3604672390707857	
CREBBP_missense	-0.8761872335145883		0.5373953077780247	1.3994465973459322	0.3616747012682925	
CREBBP_truncating	-4.1861086929008025		1.1027426664111306	-0.3851825165540999	1.0831769535604623	
EP300_missense	-0.666954384176574		1.0018106095937267	2.755042955550436	0.2552726669712572	
EP300_truncating	-1.8880434552334828		1.080895672364647	4.503395386097489	0.8927768325857383	
FOXQ1_missense	0.34808924361478427	-1.5473605500700247	0.4747309659921521	-0.16376407017889136	0.3674754245352963	
KDM6A_missense	1.309814507246367	-1.4715380967233664	-0.18368889818230966	2.0782192406874405	0.4701157591814622	
KDM6A_truncating	14.494172885494619	-31.232841952783687	-11.296218673144919	42.45733504708826	5.711787291644615	
KMT2C_missense	0.07630904653447118		0.17800307808469004	1.2604853389024622	0.1261925811482855	
KMT2C_truncating	1.2380151142589402	-0.9665305399905351	0.08967525235922276	0.7593605797935046	0.448817537209423	
KMT2D_missense	-0.08276200520737785		0.017826764865422933	0.549428035427241	0.27119718076084204	
KMT2D_truncating	-8.49503528793312	-16.527579432573795	1.1065512870040584	4.048391057789691	5.0436491113023685	
NOTCH2_missense	-0.41966642291486145		0.6011663607621761	1.0674784003583588	0.31663512483215217	
NOTCH2_truncating	-2.191469045625632		1.4213145112358097	2.1548589851240894	0.875681583377773	
RB1_missense	0.500097494773917		-0.24150871079940853	0.8973098881780637	0.22289229549686906	
RBM10_missense	0.9280346973098997		-1.6064576497849943	-3.638916421169454	0.6449875782240255	1.2685509414381453
RBM10_truncating	33.73518990257577	-30.512273930683328	-3.6213677774843633	-24.430328342070748	7.097071276409566	
STAG2_missense	0.417398473604193	-0.7713089356124044	0.07753211811517952	1.1561610316009163	0.22018324795052274	
STAG2_truncating	10.135967232936952	-15.888820015526331	10.459073180309588	0.8481069687739083	1.46281583850804	
TP53_missense	-1.5119178799775066		0.057116801525958945	1.0405433272144529	0.981216805147422	
total_truncating	6.512722096323839	-10.348231351635206	-1.827291830436002	4.627720029529793	2.5959825036725723	
total_missense	-5.300397303346755		6.027651902269328	-0.26811323750244076	1.2252763805010587	
