	is_male	had_prior_chemotherapy	history_smoking	bmi_scaled	age_decades	history_drinking
ARID1A_missense	0.08494031698603116		-0.6046556613745938	-0.1645301789075303	0.10173294742136677	
ARID1A_truncating	9.764919335361219		-15.771781019077032	-17.572712317062617	-0.25321107828648404	
CDKN1A_missense	-0.09361719257867684		-1.4475477751944266	-1.5447814442095558	0.02359840271594235	
CDKN1A_truncating	7.58989329535013		-24.37820357121076	8.792281145207493	-0.529234357068546	
CREBBP_missense	-1.8734967609212638		-0.5755551116695912	-0.40954969690530296	0.19445824222012367	
CREBBP_truncating	-9.39910029265064		-4.376888240778666	-9.767183936992005	0.2925944051802851	
EP300_missense	-1.8674867352901083		-0.3405423088145767	0.5903011290195797	0.050439924776920886	
EP300_truncating	-5.461330473191439		-2.816205954926495	-1.5562627098362478	0.31695518529498545	
FOXQ1_missense	-0.7677642059131453	-2.648542187122813	-0.7210214117043459	-1.9853914189151058	0.1757968435750607	
KDM6A_missense	0.10566923096818837	-2.7197022982803905	-1.5243188691909797	-0.11236117200988982	0.2579099669887456	
KDM6A_truncating	-3.299032131753572	-49.18581237366993	-30.998990449717972	10.138386926588126	2.659318397724904	
KMT2C_missense	-0.3386903052206426		-0.28300140730539125	0.520637282762991	0.05652974715886243	
KMT2C_truncating	-0.16416502438308478	-2.336214223823876	-1.496426215779621	-1.9718313005727077	0.2133269400045241	
KMT2D_missense	-0.5674541247278945		-0.5232902410785285	-0.32183172253423964	0.18884197947658107	
KMT2D_truncating	-18.993443066685145	-27.062357075397625	-10.597947552984262	-14.802697388805129	3.290780244616247	
NOTCH2_missense	-1.461697233287855		-0.5612638729899563	-0.8198703142372812	0.1424580498437306	
NOTCH2_truncating	-5.926443608572805		-2.7640448220375164	-3.965261011035478	0.24616613560295908	
RB1_missense	-0.3073721962776451		-1.11566069431498	-0.534827240742143	0.08873234661225768	
RBM10_missense	-0.45534394293698266		-3.224538033582763	-6.7007040588758935	0.3672666483944513	0.00021688216716286846
RBM10_truncating	13.164492274794348	-51.49972142240398	-26.651175021064212	-61.368698867367115	3.527778951262894	
STAG2_missense	-0.43919894842375695	-1.6608961852492397	-0.8788040789327067	-0.4061994161751661	0.06869603013070935	
STAG2_truncating	-2.155700278893022	-29.008994804621267	-3.243177284095175	-22.247261443330586	-0.7228145349397648	
TP53_missense	-4.438258814892001		-3.190021813513377	-4.176513077426527	0.4874649799332998	
total_truncating	1.1972084755368053	-15.93889651710555	-7.750257669301499	-5.175139416350304	1.6640428266807674	
total_missense	-12.246188401118543		-1.706019776626059	-12.813765123289706	0.06710970815331496	
