	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A	0.23510793652142875	-0.13579619999143816	-0.013425255987277451	-0.4857021703825392	-0.16600183118625048	0.04643971245176099
CDKN1A	0.01553318193172612	-0.3076372009213666	-0.009312989946501593	-0.5233526832621327	-0.1096846900670424	0.05409087589166117
CREBBP	0.19916804614860587	-0.14307261501883406	0.026027522998639196	-0.3871024905012954	-0.10084457249856754	0.04561191224105583
EP300	0.14423699033028523	-0.17946714467851665	0.008346035742906127	-0.4014533369542968	-0.038185313495276055	0.04316821650851925
FOXQ1	-0.10654555518364503	-0.14926314902116078	-0.1715206412861142	-0.9006974127055684	-0.21328216614440043	0.12127838346088173
KDM6A	0.07598494022092603	-0.11429657508155379	0.018153074606474973	-0.31964902247150356	-0.00920996022906452	0.04787596262579805
KMT2C	0.11565200297215093	-0.09932848459303698	-0.016550929097850234	-0.3664143381302215	-0.09619723383857065	0.03178653601818761
KMT2D	0.19691043025467758	-0.2501332477858713	0.012783758905019732	-0.48896804488013335	-0.17019963785268313	0.05598845636437728
NOTCH2	0.17679950760698904	-0.14372911742002262	-0.011468912457790553	-0.3539517078778949	-0.09707383285557675	0.035777693887426854
RB1	0.13625039204397854	-0.1761404567956087	-0.043611631827393055	-0.3361903755136692	-0.10487562807587537	0.028684455664723652
RBM10	0.21209485639401046	-0.2123741182987746	-0.06075913616879705	-0.4750368419858	-0.2827370695855422	0.07008374363057947
STAG2	0.02760199828115459	-0.12261140635376583	-0.03898980585698182	-0.4814658115629457	-0.22714969205226143	0.05398578497308008
TERTpromoter	-0.231338593862639	-0.42860866985488877	-0.3408346833862809	-1.174542900116421	-0.47927330185076855	0.06947852050939894
TP53	0.22210034350035623	-0.15708003875624388	-0.02473667829017387	-0.28704218527478575	-0.12250225947330423	0.04675841720858259
total	0.1837431693609633	-0.15788161206520276	0.013028657755483342	-0.3636419523850121	-0.11451022957033118	0.05143977174875105
