	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A	0.5361581719867504	0.6378153654603756	0.5556673655664668	-0.6549505746759213	0.7520417586648336	0.20314787373444612
CDKN1A	0.38834456690305796	0.44994634557186114	0.5868919323250126	-0.3330628047398997	1.0631058367700512	0.28009522337633735
CREBBP	0.6583619408535161	0.17682758644036856	0.37003190185247825	-0.36896363192991655	-0.1683536896917053	0.14949201870244827
EP300	0.5872433950268825	0.07514093187115549	0.43199004168743127	-0.0848187268717382	-0.020551238403603227	0.15796272718874502
FOXQ1	0.07501760616989533	-0.10316360247387979	1.0863935961193045	-0.6780628999275524	0.8288675463449303	0.293655788997533
KDM6A	-0.37105519595218034	0.1900929543375717	0.5213975908270027	0.10002910197697597	0.5645875124776718	0.41434442237346375
KMT2C	0.2764826376566608	0.02327995211593809	0.16873877534475581	0.0044615302719729025	0.060497250900964875	0.06926053209077762
KMT2D	0.26090179754222187	-0.1867026924099212	0.4764261638682903	-0.8533780137268208	-0.10118216743664435	0.27411578587517815
NOTCH2	0.4949050070222664	0.18059503051882897	0.3273136738288426	-0.4399762337559703	-0.008966949477689883	0.12771508740363754
RB1	0.2447371937270176	0.009273893985362493	0.14180261813344372	-0.10279420236014795	-0.01791187297666443	0.047206409338929584
RBM10	0.20523980787034482	1.8170637438516373	1.842562364953682	-3.1049237466134554	2.9127631641269414	0.6311914011080084
STAG2	-0.37085353607015775	-0.17679477295599927	0.9934409780136277	-1.021431918319254	0.9366937918089029	0.2725453600346396
TERTpromoter	1.3834427050486529	-33.32622409428809	35.190463462258094	-1.6087376778239644	-5.9518985170824354	5.101817158418912
TP53	0.7725896275037764	-0.019202854649869094	0.4469020905104513	-0.2634855328765885	0.009579695966503122	0.2162215190037067
total	0.33079492420449347	0.08199224997835829	0.4696138638584257	-0.4653019843353762	0.14517242484347645	0.2098305099673704
